,Symbol,Company_Name,Industry,Market_Cap_Millions
3359,LLAP,Terran Orbital,Aerospace & Defense,629
3360,LLL,JX Luxventure,Apparel Manufacturing,15
3361,LLY,Eli Lilly and Company,Pharmaceuticals,315070
3362,LMACA,Liberty Media Acquisition,Blank Check / SPAC,707
3363,LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,133
3364,LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1030
3365,LMB,Limbach Holdings,Construction & Engineering,53
3366,LMDX,LumiraDx,Diagnostics & Research,1140
3367,LMFA,LM Funding America,Diversified Financial Services,11
3368,LMND,Lemonade,Insurance,1220
3369,LMNL,Liminal BioSciences,Biotechnology,18
3370,LMNR,Limoneira Company,Food Products,241
3371,LMPX,LMP Automotive Holdings,Specialty Retail,57
3372,LMST,Limestone Bancorp,Banks,145
3373,LMT,Lockheed Martin,Aerospace & Defense,106010
3374,LNC,Lincoln National,Insurance,8090
3375,LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,423
3376,LNDC,Landec,Food Products,296
3377,LNFA,L&F Acquisition,Blank Check / SPAC,78
3378,LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",31560
3379,LNN,Lindsay,Machinery,1430
3380,LNSR,LENSAR,Medical Devices,72
3381,LNT,Alliant Energy,Electric Utilities,14590
3382,LNTH,Lantheus Holdings,Health Care Equipment & Supplies,4850
3383,LNW,Light & Wonder,Gambling,4260
3384,LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,62
3385,LOB,Live Oak Bancshares,Banks,1420
3386,LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,242
3387,LOCL,Local Bounti,Farm Products,336
3388,LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",357
3389,LODE,Comstock Mining,Metals & Mining,41
3390,LOGC,LogicBio Therapeutics,Biotechnology,12
3391,LOGI,Logitech International,"Technology Hardware, Storage & Periph...",8770
3392,LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,310
3393,LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,565
3394,LOOP,Loop Industries,Chemicals,238
3395,LOPE,Grand Canyon Education,Diversified Consumer Services,2860
3396,LOTZ,CarLotz,Auto & Truck Dealerships,48
3397,LOV,Spark Networks SE,Interactive Media & Services,89
3398,LOVE,The Lovesac Company,Household Durables,517
3399,LOW,Lowe's Companies,Specialty Retail,118240
3400,LPCN,Lipocine,Pharmaceuticals,69
3401,LPG,Dorian LPG,"Oil, Gas & Consumable Fuels",612
3402,LPI,Laredo Petroleum,"Oil, Gas & Consumable Fuels",1190
3403,LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",4170
3404,LPLA,LPL Financial Holdings,Capital Markets,14300
3405,LPRO,Open Lending,Capital Markets,1250
3406,LPSN,LivePerson,Software,1020
3407,LPTH,LightPath Technologies,"Electronic Equipment, Instruments & C...",32
3408,LPTX,Leap Therapeutics,Biotechnology,96
3409,LPX,Louisiana-Pacific,Paper & Forest Products,4720
3410,LQDA,Liquidia,Pharmaceuticals,250
3411,LQDT,Liquidity Services,Internet & Direct Marketing Retail,531
3412,LRCX,Lam Research,Semiconductors & Semiconductor Equipment,59250
3413,LRFC,Logan Ridge Finance,Asset Management,48
3414,LRMR,Larimar Therapeutics,Biotechnology,35
3415,LRN,Stride,Diversified Consumer Services,1790
3416,LSAK,Lesaka Technologies,Software-Infrastructure,312
3417,LSBK,Lake Shore Bancorp,Thrifts & Mortgage Finance,78
3418,LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,7250
3419,LSEA,Landsea Homes,Real Estate-Development,285
3420,LSF,Laird Superfood,Packaged Foods,20
3421,LSI,Life Storage,Equity Real Estate Investment Trusts ...,9620
3422,LSPD,Lightspeed Commerce,Software,2790
3423,LSPR,Larkspur Health Acquisition,Blank Check / SPAC,96
3424,LSTR,Landstar System,Road & Rail,5360
3425,LTBR,Lightbridge,Professional Services,54
3426,LTC,LTC Properties,Equity Real Estate Investment Trusts ...,1420
3427,LTCH,Latch,Software-Application,172
3428,LTH,Life Time Group Holdings,Leisure,2540
3429,LTHM,Livent,Chemicals,3630
3430,LTRN,Lantern Pharma,Biotechnology,58
3431,LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,95
3432,LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,95
3433,LTRX,Lantronix,Communications Equipment,173
3434,LTRY,Lottery.com,Gambling,49
3435,LU,Lufax Holding,Consumer Finance,11220
3436,LUCD,Lucid Diagnostics,Medical Devices,100
3437,LULU,Lululemon Athletica,"Textiles, Apparel & Luxury Goods",36560
3438,LUMN,Lumen Technologies,Diversified Telecommunication Services,11130
3439,LUMO,Lumos Pharma,Biotechnology,64
3440,LUNA,Luna Innovations,"Electronic Equipment, Instruments & C...",197
3441,LUNG,Pulmonx,Health Care Equipment & Supplies,592
3442,LUV,Southwest Airlines Company,Airlines,23470
3443,LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,426
3444,LVAC,LAVA Medtech Acquisition,Blank Check / SPAC,144
3445,LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,398
3446,LVO,LiveOne,Entertainment,92
3447,LVOX,LiveVox Holding,Software-Infrastructure,147
3448,LVRA,Levere Holdings,Blank Check / SPAC,332
3449,LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",26380
3450,LVTX,LAVA Therapeutics,Biotechnology,68
3451,LW,Lamb Weston Holdings,Food Products,10630
3452,LWAY,Lifeway Foods,Food Products,73
3453,LWLG,Lightwave Logic,Chemicals,1100
3454,LX,LexinFintech Holdings,Consumer Finance,381
3455,LXEH,Lixiang Education Holding Co.,Education & Training Services,30
3456,LXFR,Luxfer Holdings,Machinery,422
3457,LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,2980
3458,LXRX,Lexicon Pharmaceuticals,Biotechnology,460
3459,LXU,LSB Industries,Chemicals,1120
3460,LYB,LyondellBasell Industries NV,Chemicals,27760
3461,LYEL,Lyell Immunopharma,Biotechnology,1450
3462,LYFT,"Lyft, Inc.",Road & Rail,4500
3463,LYG,Lloyds Banking Group,Banks,33990
3464,LYL,Dragon Victory International,Consumer Finance,16
3465,LYLT,Loyalty Ventures,Software-Infrastructure,85
3466,LYRA,Lyra Therapeutics,Biotechnology,181
3467,LYT,Lytus Technologies Holdings PTV. LTD.,Software-Application,139
3468,LYTS,LSI Industries,Electrical Equipment,157
3469,LYV,Live Nation Entertainment,Entertainment,19270
3470,LZ,LegalZoom.com,Specialty Business Services,1980
3471,LZB,La-Z-Boy,Household Durables,1110
3472,M,Macy's,Multiline Retail,4480
3473,MA,Mastercard,IT Services,323470
3474,MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,19870
3475,MAAQ,Mana Capital Acquisition,Blank Check / SPAC,81
3476,MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,2080
3477,MACA,Moringa Acquisition,Blank Check / SPAC,146
3478,MACC,Mission Advancement,Blank Check / SPAC,422
3479,MACK,Merrimack Pharmaceuticals,Biotechnology,77
3480,MAG,MAG Silver,Metals & Mining,1060
3481,MAIN,Main Street Capital,Capital Markets,2990
3482,MAN,ManpowerGroup,Professional Services,4030
3483,MANH,Manhattan Associates,Software,7090
3484,MANT,ManTech International,IT Services,3910
3485,MANU,Manchester United,Entertainment,1800
3486,MAPS,WM Technology,Software-Application,559
3487,MAQC,Maquia Capital Acquisition,Blank Check / SPAC,229
3488,MAR,Marriott International,"Hotels, Restaurants & Leisure",46920
3489,MARA,Marathon Digital Holdings,IT Services,854
3490,MARK,Remark Holdings,Internet & Direct Marketing Retail,44
3491,MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",14
3492,MAS,Masco,Building Products,12650
3493,MASI,Masimo,Health Care Equipment & Supplies,7100
3494,MASS,908 Devices,Medical Devices,557
3495,MAT,Mattel,Leisure Products,7620
3496,MATV,Mativ Holdings,Paper & Paper Products,1070
3497,MATW,Matthews International,Commercial Services & Supplies,846
3498,MATX,Matson,Marine,3080
3499,MAX,MediaAlpha,Internet Content & Information,698
3500,MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,479
3501,MAXR,Maxar Technologies,Aerospace & Defense,1800
3502,MAYS,J.W. Mays,Real Estate Management & Development,85
3503,MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,489
3504,MBCN,Middlefield Banc,Banks,146
3505,MBI,MBIA Inc.,Insurance,647
3506,MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,966
3507,MBIO,Mustang Bio,Biotechnology,63
3508,MBOT,Microbot Medical,Health Care Equipment & Supplies,34
3509,MBRX,Moleculin Biotech,Biotechnology,47
3510,MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,324
3511,MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,6990
3512,MBTC,Nocturne Acquisition,Blank Check / SPAC,151
3513,MBUU,Malibu Boats,Leisure Products,1180
3514,MBWM,Mercantile Bank,Banks,504
3515,MC,Moelis & Company,Capital Markets,2810
3516,MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,291
3517,MCAC,Monterey Capital Acquisition,Blank Check / SPAC,134
3518,MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69
3519,MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74
3520,MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,89
3521,MCB,Metropolitan Bank Holding,Banks,733
3522,MCBC,Macatawa Bank,Banks,305
3523,MCBS,MetroCity Bankshares,Banks,527
3524,MCD,McDonald's,"Hotels, Restaurants & Leisure",188590
3525,MCFT,MasterCraft Boat Holdings,Leisure Products,405
3526,MCG,Membership Collective Group,Lodging,1280
3527,MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,34590
3528,MCHX,Marchex,Media,70
3529,MCK,McKesson,Health Care Providers & Services,47650
3530,MCLD,mCloud Technologies,Software-Application,46
3531,MCO,Moody's,Capital Markets,51960
3532,MCRB,Seres Therapeutics,Biotechnology,333
3533,MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1090
3534,MCS,The Marcus Corporation,Entertainment,482
3535,MCW,Mister Car Wash,Personal Services,3440
3536,MCY,Mercury General,Insurance,2360
3537,MD,MEDNAX,Health Care Providers & Services,2060
3538,MDB,MongoDB,IT Services,18900
3539,MDC,M.D.C. Holdings,Household Durables,2520
3540,MDGL,Madrigal Pharmaceuticals,Biotechnology,1180
3541,MDGS,Medigus,Health Care Equipment & Supplies,280
3542,MDH,MDH Acquisition,Blank Check / SPAC,338
3543,MDIA,Mediaco Holding,Broadcasting,22
3544,MDJH,MDJM Ltd.,Real Estate Management & Development,26
3545,MDLZ,Mondelez International,Food Products,84060
3546,MDNA,Medicenna Therapeutics,Biotechnology,78
3547,MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,15
3548,MDRX,Allscripts Healthcare Solutions,Health Care Technology,1700
3549,MDT,Medtronic plc.,Health Care Equipment & Supplies,118410
3550,MDU,MDU Resources Group,Multi-Utilities,5460
3551,MDV,Modiv,REIT-Diversified,115
3552,MDVL,MedAvail Holdings,Pharmaceutical Retailers,107
3553,MDWD,MediWound,Pharmaceuticals,58
3554,MDWT,Midwest Holding,Insurance-Life,45
3555,MDXG,MiMedx Group,Biotechnology,387
3556,MDXH,MDxHealth,Diagnostics & Research,110
3557,ME,23andMe Holding Co.,Diagnostics & Research,1270
3558,MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,223
3559,MEC,Mayville Engineering Company,Metals & Mining,139
3560,MED,Medifast,Personal Products,1980
3561,MEDP,Medpace Holdings,Life Sciences Tools & Services,4830
3562,MEDS,TRxADE HEALTH,Pharmaceutical Retailers,13
3563,MEG,Montrose Environmental Group,Media,1020
3564,MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1350
3565,MEIP,MEI Pharma,Biotechnology,76
3566,MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,293
3567,MELI,MercadoLibre,Internet & Direct Marketing Retail,34760
3568,MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,161
3569,MEOH,Methanex,Chemicals,2630
3570,MERC,Mercer International,Paper & Forest Products,921
3571,MESA,Mesa Air Group,Airlines,73
3572,MESO,Mesoblast,Biotechnology,375
3573,MET,MetLife,Insurance,48000
3574,META,Meta Platforms,Interactive Media & Services,445730
3575,METC,Ramaco Resources,Metals & Mining,487
3576,METX,Meten Edtechx Education Group,Education & Training Services,12
3577,MF,Missfresh,Grocery Stores,89
3578,MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1150
3579,MFC,Manulife Financial,Insurance,32479
3580,MFG,Mizuho Financial Group,Banks,28640
3581,MFGP,Micro Focus International,Software,1100
3582,MFH,Mercurity Fintech Holding,Software,10
3583,MFIN,Medallion Financial,Consumer Finance,144
3584,MG,MISTRAS Group,Professional Services,179
3585,MGA,Magna International,Auto Components,16500
3586,MGEE,MGE Energy,Electric Utilities,2810
3587,MGI,MoneyGram International,IT Services,978
3588,MGIC,Magic Software Enterprises,Software,917
3589,MGLD,The Marygold Companies,Asset Management,56
3590,MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",12450
3591,MGNI,Magnite,Internet & Direct Marketing Retail,998
3592,MGNX,MacroGenics,Biotechnology,258
3593,MGPI,MGP Ingredients,Beverages,2310
3594,MGRC,McGrath RentCorp,Commercial Services & Supplies,1880
3595,MGTA,Magenta Therapeutics,Biotechnology,109
3596,MGTX,MeiraGTx Holdings,Biotechnology,360
3597,MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",5350
3598,MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,84
3599,MHH,Mastech Digital,Professional Services,171
3600,MHK,Mohawk Industries,Household Durables,7920
3601,MHLD,Maiden Holdings,Insurance,186
3602,MHO,M/I Homes,Household Durables,1240
3603,MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,122
3604,MIC,Macquarie Infrastructure,Transportation Infrastructure,362
3605,MICS,The Singing Machine Company,Consumer Electronics,26
3606,MICT,"MICT, Inc.",Aerospace & Defense,80
3607,MIDD,The Middleby Corporation,Machinery,6940
3608,MIGI,Mawson Infrastructure Group,Capital Markets,73
3609,MILE,Metromile,Insurance-Property & Casualty,126
3610,MIMO,Airspan Networks Holdings,Telecom Services,218
3611,MIND,MIND Technology,Energy Equipment & Services,10
3612,MINM,Minim,Communication Equipment,18
3613,MIR,Mirion Technologies,Specialty Industrial Machinery,1220
3614,MIRM,Mirum Pharmaceuticals,Biotechnology,770
3615,MIRO,Miromatrix Medical,Biotechnology,57
3616,MIST,Milestone Pharmaceuticals,Pharmaceuticals,183
3617,MIT,Mason Industrial Technology,Blank Check / SPAC,610
3618,MITA,Coliseum Acquisition,Blank Check / SPAC,182
3619,MITC,MeaTech 3D,Packaged Foods,44
3620,MITK,Mitek Systems,Software,416
3621,MITO,Stealth BioTherapeutics,Biotechnology,16
3622,MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,12
3623,MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,175
3624,MIXT,MiX Telematics,Software,178
3625,MKC,McCormick & Company,Food Products,21940
3626,MKD,Molecular Data,Chemicals,5
3627,MKFG,Markforged Holding,Computer Hardware,396
3628,MKL,Markel,Insurance,17270
3629,MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,5720
3630,MKTW,MarketWise,Software-Application,90
3631,MKTX,MarketAxess Holdings,Capital Markets,10060
3632,ML,MoneyLion,Software-Application,312
3633,MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1050
3634,MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,183
3635,MLAI,McLaren Technology Acquisition,Blank Check / SPAC,252
3636,MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",2290
3637,MLI,Mueller Industries,Machinery,3040
3638,MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2070
3639,MLM,Martin Marietta Materials,Construction Materials,19640
3640,MLNK,MeridianLink,Software-Application,1460
3641,MLP,Maui Land & Pineapple Company,Real Estate Management & Development,184
3642,MLR,Miller Industries,Machinery,260
3643,MLSS,Milestone Scientific,Health Care Equipment & Supplies,74
3644,MLTX,MoonLake Immunotherapeutics,Shell Companies,216
3645,MLVF,Malvern Bancorp,Banks,121
3646,MMAT,Meta Materials,Electronic Components,347
3647,MMC,Marsh & McLennan Companies,Insurance,75780
3648,MMI,Marcus & Millichap,Real Estate Management & Development,1440
3649,MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",146
3650,MMM,3M Company,Industrial Conglomerates,74050
3651,MMMB,MamaMancini's Holdings,Food Products,49
3652,MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10380
3653,MMS,Maximus,IT Services,3860
3654,MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3020
3655,MMX,Maverix Metals,Metals & Mining,618
3656,MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2840
3657,MN,Manning & Napier,Capital Markets,240
3658,MNDO,MIND CTI,Software,47
3659,MNDT,Mandiant,Software,5230
3660,MNDY,monday.com,Software-Application,4040
3661,MNKD,MannKind,Biotechnology,1000
3662,MNMD,Mind Medicine (MindMed),Biotechnology,246
3663,MNOV,MediciNova,Biotechnology,116
3664,MNPR,Monopar Therapeutics,Biotechnology,28
3665,MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1510
3666,MNRO,Monro,Specialty Retail,1560
3667,MNSB,MainStreet Bancshares,Banks,172
3668,MNSO,Miniso Group Holding,Specialty Retail,2250
3669,MNST,Monster Beverage,Beverages,51460
3670,MNTK,Montauk Renewables,Utilities-Diversified,1480
3671,MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,215
3672,MNTS,Momentus,Aerospace & Defense,156
3673,MNTV,Momentive Global,Software,1370
3674,MNTX,Manitex International,Machinery,127
3675,MO,Altria Group,Tobacco,76030
3676,MOBQ,Mobiquity Technologies,Media,10
3677,MOD,Modine Manufacturing Company,Auto Components,586
3678,MODN,Model N,Software,934
3679,MODV,ModivCare,Health Care Providers & Services,1280
3680,MOFG,MidWestOne Financial Group,Banks,458
3681,MOG.A,Moog Inc.,Aerospace & Defense,2530
3682,MOG.B,Moog Inc.,Aerospace & Defense,2530
3683,MOGO,Mogo Inc.,Consumer Finance,64
3684,MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,16
3685,MOH,Molina Healthcare,Health Care Providers & Services,17540
3686,MOHO,ECMOHO,Internet & Direct Marketing Retail,7
3687,MOLN,Molecular Partners AG,Biotechnology,204
3688,MOMO,Hello Group,Interactive Media & Services,886
3689,MON,Monument Circle Acquisition,Blank Check / SPAC,307
3690,MOR,MorphoSys AG,Biotechnology,708
3691,MORF,Morphic Holding,Biotechnology,926
3692,MORN,Morningstar,Capital Markets,10220
3693,MOS,The Mosaic Company,Chemicals,16300
3694,MOTS,Motus GI Holdings,Health Care Equipment & Supplies,14
3695,MOV,Movado Group,"Textiles, Apparel & Luxury Goods",748
3696,MOVE,Movano,Internet Software & Services,88
3697,MOXC,Moxian,Internet & Direct Marketing Retail,36
3698,MP,MP Materials,Metals & Mining,5110
3699,MPAA,Motorcar Parts of America,Auto Components,276
3700,MPAC,Model Performance Acquisition,Blank Check / SPAC,77
3701,MPB,Mid Penn Bancorp,Banks,426
3702,MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",45670
3703,MPLN,MultiPlan,Health Information Services,3260
3704,MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",30320
3705,MPRA,Mercato Partners Acquisition,Blank Check / SPAC,286
3706,MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,9460
3707,MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,19140
3708,MPX,Marine Products,Leisure Products,340
3709,MQ,Marqeta,Software-Infrastructure,4630
3710,MRAI,Marpai,Healthcare Plans,19
3711,MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,100
3712,MRBK,Meridian,Banks,172
3713,MRC,MRC Global,Trading Companies & Distributors,844
3714,MRCC,Monroe Capital,Capital Markets,199
3715,MRCY,Mercury Systems,Aerospace & Defense,3670
3716,MREO,Mereo BioPharma Group,Biotechnology,202
3717,MRIN,Marin Software,Software,27
3718,MRK,Merck & Co.,Pharmaceuticals,240140
3719,MRKR,Marker Therapeutics,Biotechnology,27
3720,MRM,Medirom Healthcare Technologies,Personal Services,30
3721,MRNA,Moderna,Biotechnology,66390
3722,MRNS,Marinus Pharmaceuticals,Pharmaceuticals,212
3723,MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",14760
3724,MRSN,Mersana Therapeutics,Biotechnology,546
3725,MRTN,Marten Transport,Road & Rail,1420
3726,MRTX,Mirati Therapeutics,Biotechnology,3330
3727,MRUS,Merus,Biotechnology,1190
